id,source,address,city,state,zip,region,price,beds,baths,sqft,lotSize,yearBuilt,propertyType,listingStatus,daysOnMarket,mlsNumber,listingId,image,listingUrl,photoCount,hasGarage,hasPool,slug,scrapedAt
9917485904,realty_in_us,71 Charlotte Dr,Winter Haven,FL,33880,Polk County,33500,2,2,800,,,mobile,for_sale,,,2985541280,https://ap.rdcpix.com/23095044e34e1ba6efe20d4510c64d04l-m1675179847s.jpg,https://www.realtor.com/realestateandhomes-detail/71-Charlotte-Dr_Winter-Haven_FL_33880_M99174-85904,14,,,71-charlotte-dr-winter-haven,2025-11-17T22:18:06.870Z
9117637123,realty_in_us,1412 Front St,Brandon,FL,33511,Tampa Bay,34900,2,1,700,,,mobile,for_sale,,,2984372940,https://ap.rdcpix.com/d84d49134e7a8ef6f73bcabf5a3f817cl-m709535204s.jpg,https://www.realtor.com/realestateandhomes-detail/1412-Front-St_Brandon_FL_33511_M91176-37123,26,,,1412-front-st-brandon,2025-11-17T22:17:56.923Z
9197930417,realty_in_us,62 Dale St,Winter Haven,FL,33880,Polk County,34900,2,2,896,,,mobile,for_sale,,,2988288323,https://ap.rdcpix.com/7828043fb5c184c36b648b092c7556a6l-m374611574s.jpg,https://www.realtor.com/realestateandhomes-detail/62-Dale-Dr_Winter-Haven_FL_33880_M91979-30417,74,,,62-dale-st-winter-haven,2025-11-17T22:18:06.868Z
5079807726,realty_in_us,3105 Crystal Hills Loop S,Lakeland,FL,33801,Polk County,35000,,,,12197,,land,for_sale,,,2986385994,https://ap.rdcpix.com/0fedc2cdc7185a9f233d0b713f3badf5l-m3726481995s.jpg,https://www.realtor.com/realestateandhomes-detail/3105-Crystal-Hills-Loop-S_Lakeland_FL_33801_M50798-07726,11,,,3105-crystal-hills-loop-s-lakeland,2025-11-17T22:18:02.070Z
9160266616,realty_in_us,507 Bluff Dr,Auburndale,FL,33823,Polk County,35000,2,2,1248,,,mobile,for_sale,,,611849852,https://ap.rdcpix.com/9cf58e49faf7bdc03e611dfd92739587l-m4112858442s.jpg,https://www.realtor.com/realestateandhomes-detail/507-Bluff-Dr_Auburndale_FL_33823_M91602-66616,12,,,507-bluff-dr-auburndale,2025-11-17T22:18:09.546Z
9311645146,realty_in_us,26 Leisure Dr,Auburndale,FL,33823,Polk County,35000,2,2,624,,,mobile,for_sale,,,2987654291,https://ap.rdcpix.com/8b67ad69e5ca62a36876636edd7b6134l-m3280089863s.jpg,https://www.realtor.com/realestateandhomes-detail/26-Leisure-Dr_Auburndale_FL_33823_M93116-45146,49,,,26-leisure-dr-auburndale,2025-11-17T22:18:09.546Z
9964109743,realty_in_us,519 N Genathy Dr,Auburndale,FL,33823,Polk County,35000,2,2,920,,,mobile,for_sale,,,2987062261,https://ap.rdcpix.com/09bfe302d146a34a9643c1d2def286d3l-m3754414495s.jpg,https://www.realtor.com/realestateandhomes-detail/519-N-Genathy-Rd_Auburndale_FL_33823_M99641-09743,17,,,519-n-genathy-dr-auburndale,2025-11-17T22:18:09.547Z
9534659721,realty_in_us,268 Bern St,Port Orange,FL,32127,Daytona Area,35000,2,2,1248,,,mobile,for_sale,,,2987955800,https://ap.rdcpix.com/a0e9701f4ae411d1883843dd81904090l-m505667753s.jpg,https://www.realtor.com/realestateandhomes-detail/268-Bern-St_Port-Orange_FL_32127_M95346-59721,17,,,268-bern-st-port-orange,2025-11-17T22:18:31.849Z
9162748757,realty_in_us,800 N Missouri Ave Unit 195,Largo,FL,33755,Tampa Bay,35900,2,2,,340000,,mobile,for_sale,,,2987918674,https://ap.rdcpix.com/4bb69f7acbb346bd430a59eb07118d97l-m239804271s.jpg,https://www.realtor.com/realestateandhomes-detail/800-N-Missouri-Ave-Unit-195_Largo_FL_33755_M91627-48757,33,,,800-n-missouri-ave-unit-195-clearwater,2025-11-17T22:17:54.873Z
9765865418,realty_in_us,49 Misty Falls Dr,Ormond Beach,FL,32174,Daytona Area,35900,2,2,1092,,,mobile,for_sale,,,2988415068,https://ap.rdcpix.com/04159f7b3152ae9e8f0aa578080fa923l-m237831964s.jpg,https://www.realtor.com/realestateandhomes-detail/49-Misty-Falls-Dr_Ormond-Beach_FL_32174_M97658-65418,34,,,49-misty-falls-dr-ormond-beach,2025-11-17T22:18:29.375Z
9743005438,realty_in_us,18 Beverly St,Port Orange,FL,32127,Daytona Area,35900,2,2,800,,,mobile,for_sale,,,2987695885,https://ap.rdcpix.com/6bc38e34dc547390e90d332ff724535cl-m4284135440s.jpg,https://www.realtor.com/realestateandhomes-detail/18-Beverly-St_Port-Orange_FL_32127_M97430-05438,26,,,18-beverly-st-port-orange,2025-11-17T22:18:31.850Z
9075403160,realty_in_us,505 Fourth St,Brandon,FL,33511,Tampa Bay,37000,2,1,900,2500,,mobile,for_sale,,,2984945557,https://ap.rdcpix.com/799732e4576f53f829eb828f425eed5fl-m1371647522s.jpg,https://www.realtor.com/realestateandhomes-detail/505-Fourth-St_Brandon_FL_33511_M90754-03160,8,,,505-fourth-st-brandon,2025-11-17T22:17:56.922Z
9851501369,realty_in_us,10 Little Bear Path Unit 60,Ormond Beach,FL,32174,Daytona Area,37900,2,2,1372,,,mobile,for_sale,,,2988169379,https://ap.rdcpix.com/1ee7b1ab183a5ba03b9c6bd4c1ce1ba3l-m678865392s.jpg,https://www.realtor.com/realestateandhomes-detail/10-Little-Bear-Path-60_Ormond-Beach_FL_32174_M98515-01369,12,,,10-little-bear-path-unit-60-ormond-beach,2025-11-17T22:18:29.375Z
9613065260,realty_in_us,91 Royal Palm Cir,Port Orange,FL,32127,Daytona Area,38000,3,2,1200,,,mobile,for_sale,,,2987252446,https://ap.rdcpix.com/949eae5c360a12019b893be9a94c8b3cl-m3468507002s.jpg,https://www.realtor.com/realestateandhomes-detail/91-Royal-Palm-Cir_Port-Orange_FL_32127_M96130-65260,20,,,91-royal-palm-cir-port-orange,2025-11-17T22:18:31.850Z
